"ITTER107"	"Territorio"	"TIPO_DATO_CENS_POP"	"Tipo dato"	"SEXISTAT1"	"Sesso"	"ETA1"	"Classe di età"	"TIME"	"Seleziona periodo"	"Value"	"Flag Codes"	"Flags"
"004201"	"Saliceto"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1251		
"062064"	"San Marco dei Cavoti"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3159		
"023074"	"San Mauro di Saline"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	571		
"030105"	"San Vito al Torre"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1242		
"001264"	"Settimo Rottaro"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	466		
"075076"	"Soleto"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	5325		
"060078"	"Torre Cajetani"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1349		
"075091"	"Uggiano la Chiesa"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	4355		
"018171"	"Varzi"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3119		
"010066"	"Vobbia"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	372		
"024001"	"Agugliaro"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1387		
"078004"	"Aiello Calabro"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1578		
"001009"	"Andezeno"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2041		
"005003"	"Antignano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	965		
"066010"	"Barrea"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	715		
"070004"	"Bonefro"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1298		
"006022"	"Bosio"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1152		
"069010"	"Canosa Sannita"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1297		
"033013"	"Castel San Giovanni"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	13834		
"056018"	"Castiglione in Teverina"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2292		
"078031"	"Castrolibero"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	9530		
"022050"	"Cavalese"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	4133		
"010015"	"Chiavari"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	27465		
"071021"	"Chieuti"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1601		
"056022"	"Civitella d'Agliano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1540		
"067022"	"Cortino"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	602		
"015103"	"Gaggiano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	9095		
"023036"	"Garda"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	4073		
"072023"	"Gravina in Puglia"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	42919		
"035023"	"Gualtieri"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	6338		
"073009"	"Laterza"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	14943		
"063040"	"Liveri"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1557		
"013133"	"Lomazzo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	9894		
"018083"	"Lomello"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2099		
"030056"	"Marano Lagunare"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1770		
"004117"	"Marene"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3284		
"016250"	"Medolago"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2374		
"015142"	"Melzo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	18345		
"022117"	"Mezzolombardo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	7204		
"053027"	"Monterotondo Marittimo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1293		
"075049"	"Montesano Salentino"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2622		
"095085"	"Montresta"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	455		
"015157"	"Novate Milanese"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	20137		
"009047"	"Pallare"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	936		
"001192"	"Pino Torinese"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	8413		
"057051"	"Poggio Bustone"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1959		
"004180"	"Revello"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	4246		
"023067"	"Roverè Veronese"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2083		
"096057"	"Sala Biellese"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	585		
"083078"	"San Fratello"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3462		
"037052"	"San Giorgio di Piano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	9089		
"069081"	"San Giovanni Teatino"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	13943		
"078130"	"Santa Domenica Talao"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1178		
"018150"	"Siziano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	6215		
"095087"	"Suni"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1032		
"085020"	"Sutera"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1296		
"027040"	"Teglio Veneto"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2272		
"012126"	"Ternate"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2561		
"009060"	"Testico"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	168		
"009064"	"Vado Ligure"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	8217		
"020066"	"Viadana"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	19713		
"018177"	"Vigevano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	62969		
"091101"	"Villagrande Strisaili"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3086		
"085022"	"Villalba"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1523		
"001308"	"Villastellone"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	4613		
"006187"	"Visone"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1191		
"111015"	"Domus de Maria"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1635		
"111070"	"Sant'Anna Arresi"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2695		
"028001"	"Abano Terme"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	19827		
"038001"	"Argenta"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	20949		
"025004"	"Arsiè"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2229		
"022013"	"Besenello"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2718		
"012039"	"Casorate Sempione"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	5681		
"071015"	"Castelluccio dei Sauri"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2051		
"057014"	"Castelnuovo di Farfa"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1032		
"084014"	"Cattolica Eraclea"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3473		
"096018"	"Cerrione"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2847		
"097021"	"Cesana Brianza"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2380		
"103022"	"Cesara"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	590		
"078042"	"Cleto"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1218		
"098021"	"Cornegliano Laudense"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2858		
"103026"	"Crodo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1394		
"017066"	"Dello"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	5544		
"068018"	"Elice"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1661		
"069031"	"Fara San Martino"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1330		
"027014"	"Fiesso d'Artico"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	8437		
"075030"	"Galatone"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	15145		
"058042"	"Genazzano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	5716		
"038010"	"Jolanda di Savoia"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2742		
"076043"	"Lavello"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	13163		
"108054"	"Lentate sul Seveso"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	15872		
"017093"	"Longhena"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	557		
"085008"	"Marianopoli"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1728		
"090039"	"Martis"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	478		
"013144"	"Maslianico"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3221		
"001147"	"Mattie"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	665		
"083046"	"Mazzarrà Sant'Andrea"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1452		
"010037"	"Moneglia"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2653		
"109014"	"Montefalcone Appennino"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	395		
"050022"	"Montopoli in Val d'Arno"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	11130		
"058070"	"Nemi"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1862		
"030067"	"Ovaro"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1838		
"055025"	"Parrano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	487		
"096044"	"Piedicavallo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	178		
"045014"	"Pontremoli"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	7095		
"001201"	"Pragelato"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	751		
"030082"	"Precenicco"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1448		
"017159"	"Quinzano d'Oglio"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	6187		
"095043"	"Riola Sardo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2091		
"061074"	"San Cipriano d'Aversa"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	13590		
"026076"	"San Vendemiano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	9935		
"024095"	"Santorso"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	5656		
"064096"	"Savignano Irpino"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1092		
"013223"	"Torno"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1134		
"005112"	"Valfenera"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2424		
"059033"	"Ventotene"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	725		
"017196"	"Verolavecchia"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3756		
"017197"	"Vestone"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	4250		
"003159"	"Vicolungo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	863		
"028102"	"Villa Estense"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2167		
"064120"	"Zungoli"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1031		
"065116"	"Salerno"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	131556		
"016001"	"Adrara San Martino"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2185		
"009001"	"Alassio"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	10538		
"078012"	"Aprigliano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2591		
"091002"	"Arzana"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2310		
"006010"	"Avolasca"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	261		
"018007"	"Bagnaria"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	643		
"021007"	"Barbiano/Barbian"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1750		
"077003"	"Bernalda"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	11933		
"004024"	"Borgomale"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	377		
"021009"	"Braies/Prags"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	663		
"022032"	"Calceranica al Lago"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1364		
"028018"	"Campodoro"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2621		
"013042"	"Canzo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	5146		
"003039"	"Casaleggio Novara"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	910		
"003041"	"Casalvolone"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	884		
"058023"	"Castel Madama"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	7156		
"052005"	"Castellina in Chianti"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2751		
"003045"	"Cavaglio d'Agogna"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1172		
"061102"	"Cellole"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	8021		
"019031"	"Cingia de' Botti"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1191		
"019034"	"Credera Rubbiano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1565		
"079042"	"Davoli"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	5440		
"004086"	"Farigliano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1724		
"031005"	"Farra d'Isonzo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1662		
"046015"	"Gallicano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3620		
"002062"	"Ghislarengo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	822		
"056031"	"Ischia di Castro"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2215		
"014037"	"Livigno"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	6757		
"090084"	"Loiri Porto San Paolo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3604		
"001139"	"Luserna San Giovanni"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	7262		
"092037"	"Maracalagonis"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	7872		
"061049"	"Marcianise"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	38948		
"075047"	"Minervino di Lecce"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3556		
"005068"	"Monastero Bormida"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	915		
"006108"	"Montemarzino"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	291		
"088007"	"Monterosso Almo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2857		
"026053"	"Orsago"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3862		
"062048"	"Paolisi"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2052		
"069064"	"Pennapiedimonte"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	445		
"029037"	"Polesella"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3821		
"063058"	"Pompei"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	25115		
"058080"	"Ponzano Romano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1119		
"016175"	"Premolo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1098		
"103060"	"Re"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	697		
"007062"	"Saint-Oyen"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	199		
"001235"	"Samone"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1539		
"075071"	"San Pietro in Lama"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3476		
"065134"	"Sapri"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	6570		
"065136"	"Sassano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	4799		
"047020"	"Serravalle Pistoiese"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	11642		
"019100"	"Spinadesco"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1474		
"002066"	"Guardabosone"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	339		
"047021"	"Uzzano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	5609		
"001299"	"Vigone"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	5134		
"025070"	"Quero Vas"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3149		
"022239"	"Borgo Lares"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	718		
"006008"	"Alzano Scrivia"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	363		
"103007"	"Bannio Anzino"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	456		
"076013"	"Brienza"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3928		
"010006"	"Busalla"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	5361		
"084006"	"Calamonaci"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1257		
"075010"	"Calimera"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	6849		
"049002"	"Campiglia Marittima"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	12792		
"075013"	"Caprarica di Lecce"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2386		
"051007"	"Caprese Michelangelo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1401		
"063014"	"Capri"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	7080		
"004041"	"Caramagna Piemonte"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3051		
"019021"	"Casalmaggiore"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	15406		
"039005"	"Casola Valsenio"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2510		
"052007"	"Castiglione d'Orcia"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2227		
"075020"	"Cavallino"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	12586		
"027006"	"Cavarzere"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	13302		
"016070"	"Cene"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	4179		
"027009"	"Cinto Caomaggiore"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3181		
"038007"	"Copparo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	15871		
